source_country,postal_code,macrozone,microzone
BRASIL,"03533001",East,PEND
BRASIL,"03533002",East,PEND
BRASIL,"03534110",East,PEND
BRASIL,"03534190",East,PEND
BRASIL,"03535000",East,PEND
BRASIL,"03540200",East,PEND
BRASIL,"03541000",East,PEND
BRASIL,"03541010",East,PEND
BRASIL,"03541015",East,PEND
BRASIL,"03541100",East,PEND
BRASIL,"03541120",East,PEND
BRASIL,"03542030",East,PEND
BRASIL,"03542060",East,PEND
BRASIL,"03543020",East,PEND
BRASIL,"03543140",East,PEND
BRASIL,"03544030",East,PEND
BRASIL,"03545000",East,PEND
BRASIL,"03550020",East,PEND
BRASIL,"03550060",East,PEND
BRASIL,"03551000",East,PEND
BRASIL,"03551010",East,PEND
BRASIL,"03552000",East,PEND
BRASIL,"03552020",East,PEND
BRASIL,"03552050",East,PEND
BRASIL,"03554000",East,PEND
BRASIL,"03554110",East,PEND
BRASIL,"03556000",East,PEND
BRASIL,"03556030",East,PEND
BRASIL,"03558020",East,PEND
BRASIL,"03558050",East,PEND
BRASIL,"03559010",East,PEND
BRASIL,"03559030",East,PEND
BRASIL,"03560050",East,PEND
BRASIL,"03560080",East,PEND
BRASIL,"03561000",East,PEND
BRASIL,"03561020",East,PEND
BRASIL,"03561050",East,PEND
BRASIL,"03561090",East,PEND
BRASIL,"03562010",East,PEND
BRASIL,"03563000",East,PEND
BRASIL,"03563010",East,PEND
BRASIL,"03563020",East,PEND
BRASIL,"03563040",East,PEND
BRASIL,"03563300",East,PEND
BRASIL,"03563320",East,PEND
BRASIL,"03564000",East,PEND
BRASIL,"03566000",East,PEND
BRASIL,"03567040",East,PEND
BRASIL,"03567060",East,PEND
BRASIL,"03568000",East,PEND
BRASIL,"03568010",East,PEND
BRASIL,"03568020",East,PEND
BRASIL,"03570000",East,PEND
BRASIL,"03570030",East,PEND
BRASIL,"03570050",East,PEND
BRASIL,"03570090",East,PEND
BRASIL,"03570390",East,PEND
BRASIL,"03570480",East,PEND
BRASIL,"03571020",East,PEND
BRASIL,"03572000",East,PEND
BRASIL,"03572010",East,PEND
BRASIL,"03572020",East,PEND
BRASIL,"03572025",East,PEND
BRASIL,"03572030",East,PEND
BRASIL,"03572040",East,PEND
BRASIL,"03572050",East,PEND
BRASIL,"03572150",East,PEND
BRASIL,"03572220",East,PEND
BRASIL,"03573000",East,PEND
BRASIL,"03573010",East,PEND
BRASIL,"03573030",East,PEND
BRASIL,"03573150",East,PEND
BRASIL,"03574110",East,PEND
BRASIL,"03575050",East,PEND
BRASIL,"03576000",East,PEND
BRASIL,"03576080",East,PEND
BRASIL,"03576200",East,PEND
BRASIL,"03576210",East,PEND
BRASIL,"03578000",East,PEND
BRASIL,"03578060",East,PEND
BRASIL,"03579000",East,PEND
BRASIL,"03579240",East,PEND
BRASIL,"03580060",East,PEND
BRASIL,"03582060",East,PEND
BRASIL,"03582100",East,PEND
BRASIL,"03582110",East,PEND
BRASIL,"03582160",East,PEND
BRASIL,"03583060",East,PEND
BRASIL,"03583100",East,PEND
BRASIL,"03584050",East,PEND
BRASIL,"03584130",East,PEND
BRASIL,"03584160",East,PEND
BRASIL,"03585000",East,PEND
BRASIL,"03585020",East,PEND
BRASIL,"03585040",East,PEND
BRASIL,"03585120",East,PEND
BRASIL,"03585130",East,PEND
BRASIL,"03585150",East,PEND
BRASIL,"03585160",East,PEND
BRASIL,"03586000",East,PEND
BRASIL,"03590010",East,PEND
BRASIL,"03590060",East,PEND
BRASIL,"03591010",East,PEND
BRASIL,"03603020",East,PEND
BRASIL,"03604000",East,PEND
BRASIL,"03604010",East,PEND
BRASIL,"03604030",East,PEND
BRASIL,"03605010",East,PEND
BRASIL,"03605050",East,PEND
BRASIL,"03605070",East,PEND
BRASIL,"03606000",East,PEND
BRASIL,"03607000",East,PEND
BRASIL,"03607070",East,PEND
BRASIL,"03609000",East,PEND
BRASIL,"03610010",East,PEND
BRASIL,"03610020",East,PEND
BRASIL,"03611000",East,PEND
BRASIL,"03611030",East,PEND
BRASIL,"03611080",East,PEND
BRASIL,"03612000",East,PEND
BRASIL,"03615090",East,PEND
BRASIL,"03617000",East,PEND
BRASIL,"03617030",East,PEND
BRASIL,"03618030",East,PEND
BRASIL,"03619000",East,PEND
BRASIL,"03619100",East,PEND
BRASIL,"03620000",East,PEND
BRASIL,"03620001",East,PEND
BRASIL,"03621000",East,PEND
BRASIL,"03621020",East,PEND
BRASIL,"03622040",East,PEND
BRASIL,"03623010",East,PEND
BRASIL,"03623050",East,PEND
BRASIL,"03623140",East,PEND
BRASIL,"03624010",East,PEND
BRASIL,"03624030",East,PEND
BRASIL,"03625140",East,PEND
BRASIL,"03626150",East,PEND
BRASIL,"03627010",East,PEND
BRASIL,"03630010",East,PEND
BRASIL,"03631000",East,PEND
BRASIL,"03632030",East,PEND
BRASIL,"03632070",East,PEND
BRASIL,"03634030",East,PEND
BRASIL,"03634040",East,PEND
BRASIL,"03635000",East,PEND
BRASIL,"03635001",East,PEND
BRASIL,"03636000",East,PEND
BRASIL,"03636100",East,PEND
BRASIL,"03638080",East,PEND
BRASIL,"03641000",East,PEND
BRASIL,"03642030",East,PEND
BRASIL,"03643000",East,PEND
BRASIL,"03647000",East,PEND
BRASIL,"03647020",East,PEND
BRASIL,"03648000",East,PEND
BRASIL,"03648080",East,PEND
BRASIL,"03649040",East,PEND
BRASIL,"03650010",East,PEND
BRASIL,"03650020",East,PEND
BRASIL,"03651070",East,PEND
BRASIL,"03652000",East,PEND
BRASIL,"03653000",East,PEND
BRASIL,"03654000",East,PEND
BRASIL,"03654170",East,PEND
BRASIL,"03658000",East,PEND
BRASIL,"03658001",East,PEND
BRASIL,"03658010",East,PEND
BRASIL,"03658011",East,PEND
BRASIL,"03659000",East,PEND
BRASIL,"03659010",East,PEND
BRASIL,"03659030",East,PEND
BRASIL,"03659040",East,PEND
BRASIL,"03660050",East,PEND
BRASIL,"03660060",East,PEND
BRASIL,"03661000",East,PEND
BRASIL,"03662080",East,PEND
BRASIL,"03663000",East,PEND
BRASIL,"03663020",East,PEND
BRASIL,"03663070",East,PEND
BRASIL,"03664000",East,PEND
BRASIL,"03664040",East,PEND
BRASIL,"03665000",East,PEND
BRASIL,"03665010",East,PEND
BRASIL,"03666020",East,PEND
BRASIL,"03668010",East,PEND
BRASIL,"03669020",East,PEND
BRASIL,"03670020",East,PEND
BRASIL,"03670030",East,PEND
BRASIL,"03671010",East,PEND
BRASIL,"03671130",East,PEND
BRASIL,"03672010",East,PEND
BRASIL,"03673010",East,PEND
BRASIL,"03674020",East,PEND
BRASIL,"03675030",East,PEND
BRASIL,"03675040",East,PEND
BRASIL,"03676010",East,PEND
BRASIL,"03676080",East,PEND
BRASIL,"03678040",East,PEND
BRASIL,"03678070",East,PEND
BRASIL,"03679000",East,PEND
BRASIL,"03679020",East,PEND
BRASIL,"03679070",East,PEND
BRASIL,"03680000",East,PEND
BRASIL,"03680010",East,PEND
BRASIL,"03681000",East,PEND
BRASIL,"03681020",East,PEND
BRASIL,"03682000",East,PEND
BRASIL,"03685000",East,PEND
BRASIL,"03685040",East,PEND
BRASIL,"03687000",East,PEND
BRASIL,"03688000",East,PEND
BRASIL,"03688130",East,PEND
BRASIL,"03689030",East,PEND
BRASIL,"03690000",East,PEND
BRASIL,"03691010",East,PEND
BRASIL,"03691030",East,PEND
BRASIL,"03691160",East,PEND
BRASIL,"03692000",East,PEND
BRASIL,"03693000",East,PEND
BRASIL,"03693030",East,PEND
BRASIL,"03693090",East,PEND
BRASIL,"03694000",East,PEND
BRASIL,"03694070",East,PEND
BRASIL,"03695010",East,PEND
BRASIL,"03701000",East,PEND
BRASIL,"03701012",East,PEND
BRASIL,"03711000",East,PEND
BRASIL,"03711008",East,PEND
BRASIL,"03711009",East,PEND
BRASIL,"03712000",East,PEND
BRASIL,"03712001",East,PEND
BRASIL,"03712002",East,PEND
BRASIL,"03712006",East,PEND
BRASIL,"03712008",East,PEND
BRASIL,"03712010",East,PEND
BRASIL,"03713060",East,PEND
BRASIL,"03714030",East,PEND
BRASIL,"03715110",East,PEND
BRASIL,"03716050",East,PEND
BRASIL,"03716070",East,PEND
BRASIL,"03716080",East,PEND
BRASIL,"03716120",East,PEND
BRASIL,"03716140",East,PEND
BRASIL,"03717000",East,PEND
BRASIL,"03717001",East,PEND
BRASIL,"03717004",East,PEND
BRASIL,"03717010",East,PEND
BRASIL,"03717030",East,PEND
BRASIL,"03720170",East,PEND
BRASIL,"03721000",East,PEND
BRASIL,"03721010",East,PEND
BRASIL,"03721020",East,PEND
BRASIL,"03721030",East,PEND
BRASIL,"03721060",East,PEND
BRASIL,"03725060",East,PEND
BRASIL,"03726000",East,PEND
BRASIL,"03726040",East,PEND
BRASIL,"03726080",East,PEND
BRASIL,"03728010",East,PEND
BRASIL,"03728050",East,PEND
BRASIL,"03728180",East,PEND
BRASIL,"03729000",East,PEND
BRASIL,"03729080",East,PEND
BRASIL,"03730010",East,PEND
BRASIL,"03731190",East,PEND
BRASIL,"03732010",East,PEND
BRASIL,"03732140",East,PEND
BRASIL,"03733000",East,PEND
BRASIL,"03733020",East,PEND
BRASIL,"03733050",East,PEND
BRASIL,"03734090",East,PEND
BRASIL,"03734230",East,PEND
BRASIL,"03735310",East,PEND
BRASIL,"03737020",East,PEND
BRASIL,"03737030",East,PEND
BRASIL,"03738040",East,PEND
BRASIL,"03738060",East,PEND
BRASIL,"03738150",East,PEND
BRASIL,"03738260",East,PEND
BRASIL,"03739000",East,PEND
BRASIL,"03757000",East,PEND
BRASIL,"03757030",East,PEND
BRASIL,"03757060",East,PEND
BRASIL,"03757090",East,PEND
BRASIL,"03758010",East,PEND
BRASIL,"03758020",East,PEND
BRASIL,"03758040",East,PEND
BRASIL,"03759030",East,PEND
BRASIL,"03801000",East,PEND
BRASIL,"03802000",East,PEND
BRASIL,"03802010",East,PEND
BRASIL,"03802015",East,PEND
BRASIL,"03803000",East,PEND
BRASIL,"03803100",East,PEND
BRASIL,"03803150",East,PEND
BRASIL,"03804030",East,PEND
BRASIL,"03804090",East,PEND
BRASIL,"03804100",East,PEND
BRASIL,"03804110",East,PEND
BRASIL,"03805000",East,PEND
BRASIL,"03805030",East,PEND
BRASIL,"03805070",East,PEND
BRASIL,"03805080",East,PEND
BRASIL,"03806000",East,PEND
BRASIL,"03806010",East,PEND
BRASIL,"03807010",East,PEND
BRASIL,"03807290",East,PEND
BRASIL,"03807300",East,PEND
BRASIL,"03807320",East,PEND
BRASIL,"03808120",East,PEND
BRASIL,"03808130",East,PEND
BRASIL,"03808170",East,PEND
BRASIL,"03809020",East,PEND
BRASIL,"03810110",East,PEND
BRASIL,"03810150",East,PEND
BRASIL,"03811000",East,PEND
BRASIL,"03813000",East,PEND
BRASIL,"03813010",East,PEND
BRASIL,"03813040",East,PEND
BRASIL,"03813410",East,PEND
BRASIL,"03814020",East,PEND
BRASIL,"03814040",East,PEND
BRASIL,"03814060",East,PEND
BRASIL,"03814070",East,PEND
BRASIL,"03817010",East,PEND
BRASIL,"03818040",East,PEND
BRASIL,"03818120",East,PEND
BRASIL,"03819100",East,PEND
BRASIL,"03819110",East,PEND
BRASIL,"03819160",East,PEND
BRASIL,"03819260",East,PEND
BRASIL,"03820000",East,PEND
BRASIL,"03820090",East,PEND
BRASIL,"03820110",East,PEND
BRASIL,"03821010",East,PEND
BRASIL,"03821230",East,PEND
BRASIL,"03822000",East,PEND
BRASIL,"03823000",East,PEND
BRASIL,"03823020",East,PEND
BRASIL,"03823230",East,PEND
BRASIL,"03827000",East,PEND
BRASIL,"03827001",East,PEND
BRASIL,"03828000",East,PEND
BRASIL,"03828140",East,PEND
BRASIL,"03870000",East,PEND
BRASIL,"03870100",East,PEND
BRASIL,"03871000",East,PEND
BRASIL,"03871100",East,PEND
BRASIL,"03873000",East,PEND
BRASIL,"03874000",East,PEND
BRASIL,"03874200",East,PEND
BRASIL,"03875020",East,PEND
BRASIL,"03878020",East,PEND
BRASIL,"03880050",East,PEND
BRASIL,"03880100",East,PEND
BRASIL,"03889000",East,PEND
BRASIL,"03889100",East,PEND
BRASIL,"03890000",East,PEND
BRASIL,"03890100",East,PEND
BRASIL,"03894000",East,PEND
BRASIL,"03894100",East,PEND
BRASIL,"03896000",East,PEND
BRASIL,"03901000",East,PEND
BRASIL,"03901030",East,PEND
BRASIL,"03904100",East,PEND
BRASIL,"03904110",East,PEND
BRASIL,"03904130",East,PEND
BRASIL,"03905020",East,PEND
BRASIL,"03906030",East,PEND
BRASIL,"03906080",East,PEND
BRASIL,"03908080",East,PEND
BRASIL,"03908170",East,PEND
BRASIL,"03908280",East,PEND
BRASIL,"03909080",East,PEND
BRASIL,"03910030",East,PEND
BRASIL,"03911000",East,PEND
BRASIL,"03911050",East,PEND
BRASIL,"03911170",East,PEND
BRASIL,"03912170",East,PEND
BRASIL,"03916000",East,PEND
BRASIL,"03918000",East,PEND
BRASIL,"03918090",East,PEND
BRASIL,"03920000",East,PEND
BRASIL,"03921000",East,PEND
BRASIL,"03921010",East,PEND
BRASIL,"03921060",East,PEND
BRASIL,"03921100",East,PEND
BRASIL,"03922130",East,PEND
BRASIL,"03923030",East,PEND
BRASIL,"03923120",East,PEND
BRASIL,"03923160",East,PEND
BRASIL,"03923165",East,PEND
BRASIL,"03924040",East,PEND
BRASIL,"03924200",East,PEND
BRASIL,"03924210",East,PEND
BRASIL,"03924250",East,PEND
BRASIL,"03925000",East,PEND
BRASIL,"03928070",East,PEND
BRASIL,"03928230",East,PEND
BRASIL,"03928240",East,PEND
BRASIL,"03929010",East,PEND
BRASIL,"03929040",East,PEND
BRASIL,"03929150",East,PEND
BRASIL,"03929170",East,PEND
BRASIL,"03929180",East,PEND
BRASIL,"03929290",East,PEND
BRASIL,"03930080",East,PEND
BRASIL,"03930300",East,PEND
BRASIL,"03930310",East,PEND
BRASIL,"03931050",East,PEND
BRASIL,"03933070",East,PEND
BRASIL,"03935080",East,PEND
BRASIL,"03936020",East,PEND
BRASIL,"03936080",East,PEND
BRASIL,"03937030",East,PEND
BRASIL,"03938060",East,PEND
BRASIL,"03938170",East,PEND
BRASIL,"03938190",East,PEND
BRASIL,"03939100",East,PEND
BRASIL,"03940000",East,PEND
BRASIL,"03943040",East,PEND
BRASIL,"03943090",East,PEND
BRASIL,"03944000",East,PEND
BRASIL,"03944040",East,PEND
BRASIL,"03944150",East,PEND
BRASIL,"03944170",East,PEND
BRASIL,"03945000",East,PEND
BRASIL,"03945040",East,PEND
BRASIL,"03945050",East,PEND
BRASIL,"03945120",East,PEND
BRASIL,"03946000",East,PEND
BRASIL,"03947020",East,PEND
BRASIL,"03949000",East,PEND
BRASIL,"03949010",East,PEND
BRASIL,"03949011",East,PEND
BRASIL,"03949012",East,PEND
BRASIL,"03949100",East,PEND
BRASIL,"03949200",East,PEND
BRASIL,"03951090",East,PEND
BRASIL,"03951220",East,PEND
BRASIL,"03952070",East,PEND
BRASIL,"03953000",East,PEND
BRASIL,"03953030",East,PEND
BRASIL,"03958000",East,PEND
BRASIL,"03958010",East,PEND
BRASIL,"03961110",East,PEND
BRASIL,"03962000",East,PEND
BRASIL,"03962120",East,PEND
BRASIL,"03963080",East,PEND
BRASIL,"03965010",East,PEND
BRASIL,"03965040",East,PEND
BRASIL,"03966000",East,PEND
BRASIL,"03966005",East,PEND
BRASIL,"03966030",East,PEND
BRASIL,"03968000",East,PEND
BRASIL,"03970050",East,PEND
BRASIL,"03971050",East,PEND
BRASIL,"03973000",East,PEND
BRASIL,"03974050",East,PEND
BRASIL,"03974170",East,PEND
BRASIL,"03974200",East,PEND
BRASIL,"03975000",East,PEND
BRASIL,"03975120",East,PEND
BRASIL,"03976010",East,PEND
BRASIL,"03976020",East,PEND
BRASIL,"03976190",East,PEND
BRASIL,"03977000",East,PEND
BRASIL,"03977005",East,PEND
BRASIL,"03977006",East,PEND
BRASIL,"03977012",East,PEND
BRASIL,"03977220",East,PEND
BRASIL,"03977409",East,PEND
BRASIL,"03977412",East,PEND
BRASIL,"03977690",East,PEND
BRASIL,"03977710",East,PEND
BRASIL,"03977725",East,PEND
BRASIL,"03978010",East,PEND
BRASIL,"03978110",East,PEND
BRASIL,"03978270",East,PEND
BRASIL,"03978500",East,PEND
BRASIL,"03978520",East,PEND
BRASIL,"03978540",East,PEND
BRASIL,"03979070",East,PEND
BRASIL,"03981010",East,PEND
BRASIL,"03981050",East,PEND
BRASIL,"03982150",East,PEND
BRASIL,"03982180",East,PEND
BRASIL,"03982190",East,PEND
BRASIL,"03983000",East,PEND
BRASIL,"03983010",East,PEND
BRASIL,"03983020",East,PEND
BRASIL,"03983040",East,PEND
BRASIL,"03984060",East,PEND
BRASIL,"03984080",East,PEND
BRASIL,"03984140",East,PEND
BRASIL,"03985000",East,PEND
BRASIL,"03985050",East,PEND
BRASIL,"03986030",East,PEND
BRASIL,"03986270",East,PEND
BRASIL,"03988000",East,PEND
BRASIL,"03988010",East,PEND
BRASIL,"03989000",East,PEND
BRASIL,"03989010",East,PEND
BRASIL,"04002003",Restriction,PEND
BRASIL,"04003001",Restriction,PEND
BRASIL,"04003041",Restriction,PEND
BRASIL,"04004030",Restriction,PEND
BRASIL,"04005000",Restriction,PEND
BRASIL,"04005002",Restriction,PEND
BRASIL,"04006050",Restriction,PEND
BRASIL,"04007001",Restriction,PEND
BRASIL,"04007004",Restriction,PEND
BRASIL,"04007050",Restriction,PEND
BRASIL,"04009000",Restriction,PEND
BRASIL,"04009001",Restriction,PEND
BRASIL,"04009003",Restriction,PEND
BRASIL,"04010200",Restriction,PEND
BRASIL,"04011061",Restriction,PEND
BRASIL,"04012000",Restriction,PEND
BRASIL,"04012060",Restriction,PEND
BRASIL,"04012090",Restriction,PEND
BRASIL,"04013041",Restriction,PEND
BRASIL,"04015000",Restriction,PEND
BRASIL,"04015001",Restriction,PEND
BRASIL,"04015003",Restriction,PEND
BRASIL,"04015012",Restriction,PEND
BRASIL,"04016030",Restriction,PEND
BRASIL,"04016033",Restriction,PEND
BRASIL,"04017080",Restriction,PEND
BRASIL,"04018001",Restriction,PEND
BRASIL,"04018032",Restriction,PEND
BRASIL,"04019030",Restriction,PEND
BRASIL,"04021000",Restriction,PEND
BRASIL,"04021020",Restriction,PEND
BRASIL,"04023000",Restriction,PEND
BRASIL,"04024020",Restriction,PEND
BRASIL,"04025001",Restriction,PEND
BRASIL,"04036000",Restriction,PEND
BRASIL,"04040000",Restriction,PEND
BRASIL,"04040031",Restriction,PEND
BRASIL,"04041002",Restriction,PEND
BRASIL,"04041003",Restriction,PEND
BRASIL,"04041004",Restriction,PEND
BRASIL,"04041060",East,PEND
BRASIL,"04043000",East,PEND
BRASIL,"04043150",East,PEND
BRASIL,"04043300",Restriction,PEND
BRASIL,"04043350",East,PEND
BRASIL,"04044001",Restriction,PEND
BRASIL,"04045003",Restriction,PEND
BRASIL,"04046000",East,PEND
BRASIL,"04046200",Restriction,PEND
BRASIL,"04046500",East,PEND
BRASIL,"04047002",East,PEND
BRASIL,"04048000",East,PEND
BRASIL,"04048040",East,PEND
BRASIL,"04048050",East,PEND
BRASIL,"04049060",Restriction,PEND
BRASIL,"04051000",Restriction,PEND
BRASIL,"04051040",East,PEND
BRASIL,"04051090",East,PEND
BRASIL,"04052020",East,PEND
BRASIL,"04052080",East,PEND
BRASIL,"04053041",Restriction,PEND
BRASIL,"04055010",Restriction,PEND
BRASIL,"04062000",Restriction,PEND
BRASIL,"04062001",Restriction,PEND
BRASIL,"04062002",Restriction,PEND
BRASIL,"04063004",Restriction,PEND
BRASIL,"04064004",Restriction,PEND
BRASIL,"04070000",Restriction,PEND
BRASIL,"04070010",Restriction,PEND
BRASIL,"04071000",Restriction,PEND
BRASIL,"04071011",Restriction,PEND
BRASIL,"04076001",Restriction,PEND
BRASIL,"04076010",Restriction,PEND
BRASIL,"04077003",Restriction,PEND
BRASIL,"04077020",Restriction,PEND
BRASIL,"04078001",Restriction,PEND
BRASIL,"04079000",Restriction,PEND
BRASIL,"04080012",Restriction,PEND
BRASIL,"04081006",Restriction,PEND
BRASIL,"04083010",Restriction,PEND
BRASIL,"04084000",Restriction,PEND
BRASIL,"04084006",Restriction,PEND
BRASIL,"04085002",Restriction,PEND
BRASIL,"04086001",Restriction,PEND
BRASIL,"04086003",Restriction,PEND
BRASIL,"04086010",Restriction,PEND
BRASIL,"04086011",Restriction,PEND
BRASIL,"04087005",Restriction,PEND
BRASIL,"04087031",Restriction,PEND
BRASIL,"04088001",Restriction,PEND
BRASIL,"04089000",Restriction,PEND
BRASIL,"04089001",Restriction,PEND
BRASIL,"04089003",Restriction,PEND
BRASIL,"04089005",Restriction,PEND
BRASIL,"04089012",Restriction,PEND
BRASIL,"04089013",Restriction,PEND
BRASIL,"04089014",Restriction,PEND
BRASIL,"04089015",Restriction,PEND
BRASIL,"04090001",Restriction,PEND
BRASIL,"04090002",Restriction,PEND
BRASIL,"04090012",Restriction,PEND
BRASIL,"04090013",Restriction,PEND
BRASIL,"04101000",Restriction,PEND
BRASIL,"04103000",Restriction,PEND
BRASIL,"04103050",Restriction,PEND
BRASIL,"04104001",Restriction,PEND
BRASIL,"04105003",Restriction,PEND
BRASIL,"04106011",Restriction,PEND
BRASIL,"04106020",Restriction,PEND
BRASIL,"04107001",Restriction,PEND
BRASIL,"04108110",Restriction,PEND
BRASIL,"04108130",Restriction,PEND
BRASIL,"04109010",Restriction,PEND
BRASIL,"04110020",Restriction,PEND
BRASIL,"04115060",Restriction,PEND
BRASIL,"04116000",Restriction,PEND
BRASIL,"04117110",Restriction,PEND
BRASIL,"04119000",Restriction,PEND
BRASIL,"04119002",Restriction,PEND
BRASIL,"04119062",Restriction,PEND
BRASIL,"04121000",Restriction,PEND
BRASIL,"04122000",Restriction,PEND
BRASIL,"04122002",Restriction,PEND
BRASIL,"04123000",Restriction,PEND
BRASIL,"04123001",Restriction,PEND
BRASIL,"04123011",Restriction,PEND
BRASIL,"04124150",Restriction,PEND
BRASIL,"04125120",Restriction,PEND
BRASIL,"04125130",Restriction,PEND
BRASIL,"04125180",Restriction,PEND
BRASIL,"04126000",Restriction,PEND
BRASIL,"04127000",Restriction,PEND
BRASIL,"04127001",Restriction,PEND
BRASIL,"04128020",Restriction,PEND
BRASIL,"04131010",Restriction,PEND
BRASIL,"04131070",Restriction,PEND
BRASIL,"04132000",Restriction,PEND
BRASIL,"04132001",Restriction,PEND
BRASIL,"04132002",Restriction,PEND
BRASIL,"04133000",Restriction,PEND
BRASIL,"04133100",Restriction,PEND
BRASIL,"04133300",Restriction,PEND
BRASIL,"04135000",Restriction,PEND
BRASIL,"04135001",Restriction,PEND
BRASIL,"04135020",Restriction,PEND
BRASIL,"04137000",Restriction,PEND
BRASIL,"04137110",Restriction,PEND
BRASIL,"04137111",Restriction,PEND
BRASIL,"04138002",Restriction,PEND
BRASIL,"04139000",Restriction,PEND
BRASIL,"04140010",Restriction,PEND
BRASIL,"04141000",Restriction,PEND
BRASIL,"04142020",Restriction,PEND
BRASIL,"04142080",Restriction,PEND
BRASIL,"04142082",Restriction,PEND
BRASIL,"04142090",Restriction,PEND
BRASIL,"04142092",Restriction,PEND
BRASIL,"04143000",Restriction,PEND
BRASIL,"04143050",Restriction,PEND
BRASIL,"04144000",Restriction,PEND
BRASIL,"04144001",Restriction,PEND
BRASIL,"04145011",Restriction,PEND
BRASIL,"04146050",Restriction,PEND
BRASIL,"04148050",Restriction,PEND
BRASIL,"04148080",Restriction,PEND
BRASIL,"04149030",Restriction,PEND
BRASIL,"04152010",Restriction,PEND
BRASIL,"04152050",Restriction,PEND
BRASIL,"04152100",Restriction,PEND
BRASIL,"04153000",Restriction,PEND
BRASIL,"04153030",Restriction,PEND
BRASIL,"04153150",Restriction,PEND
BRASIL,"04154020",Restriction,PEND
BRASIL,"04156110",Restriction,PEND
BRASIL,"04157020",South,PEND
BRASIL,"04157080",South,PEND
BRASIL,"04157090",Restriction,PEND
BRASIL,"04159000",Restriction,PEND
BRASIL,"04159100",Restriction,PEND
BRASIL,"04159170",Restriction,PEND
BRASIL,"04160000",Restriction,PEND
BRASIL,"04160001",Restriction,PEND
BRASIL,"04161001",Restriction,PEND
BRASIL,"04163050",Restriction,PEND
BRASIL,"04163210",Restriction,PEND
BRASIL,"04164010",Restriction,PEND
BRASIL,"04164130",Restriction,PEND
BRASIL,"04165000",Restriction,PEND
BRASIL,"04165011",Restriction,PEND
BRASIL,"04166000",Restriction,PEND
BRASIL,"04166001",Restriction,PEND
BRASIL,"04166002",Restriction,PEND
BRASIL,"04166003",Restriction,PEND
BRASIL,"04167000",Restriction,PEND
BRASIL,"04168010",Restriction,PEND
BRASIL,"04169000",Restriction,PEND
BRASIL,"04174040",Restriction,PEND
BRASIL,"04174135",Restriction,PEND
BRASIL,"04176240",Restriction,PEND
BRASIL,"04177420",Restriction,PEND
BRASIL,"04180070",Restriction,PEND
BRASIL,"04180080",Restriction,PEND
BRASIL,"04180110",Restriction,PEND
BRASIL,"04182010",Restriction,PEND
BRASIL,"04182020",Restriction,PEND
BRASIL,"04182120",Restriction,PEND
BRASIL,"04184000",Restriction,PEND
BRASIL,"04185021",Restriction,PEND
BRASIL,"04185085",Restriction,PEND
BRASIL,"04186100",Restriction,PEND
BRASIL,"04187200",Restriction,PEND
BRASIL,"04191140",Restriction,PEND
BRASIL,"04201000",Restriction,PEND
BRASIL,"04201090",Restriction,PEND
BRASIL,"04202000",Restriction,PEND
BRASIL,"04202010",Restriction,PEND
BRASIL,"04202020",Restriction,PEND
BRASIL,"04203000",Restriction,PEND
BRASIL,"04203002",Restriction,PEND
BRASIL,"04203030",Restriction,PEND
BRASIL,"04203051",Restriction,PEND
BRASIL,"04203052",Restriction,PEND
BRASIL,"04203053",Restriction,PEND
BRASIL,"04205000",Restriction,PEND
BRASIL,"04205001",Restriction,PEND
BRASIL,"04205002",Restriction,PEND
BRASIL,"04206000",Restriction,PEND
BRASIL,"04206001",Restriction,PEND
BRASIL,"04207001",Restriction,PEND
BRASIL,"04207040",Restriction,PEND
BRASIL,"04208050",Restriction,PEND
BRASIL,"04208051",Restriction,PEND
BRASIL,"04208052",Restriction,PEND
BRASIL,"04208053",Restriction,PEND
BRASIL,"04209002",Restriction,PEND
BRASIL,"04209003",Restriction,PEND
BRASIL,"04210000",Restriction,PEND
BRASIL,"04211000",Restriction,PEND
BRASIL,"04212001",Restriction,PEND
BRASIL,"04213001",Restriction,PEND
BRASIL,"04213002",Restriction,PEND
BRASIL,"04214000",Restriction,PEND
BRASIL,"04214010",Restriction,PEND
BRASIL,"04215000",Restriction,PEND
BRASIL,"04215020",Restriction,PEND
BRASIL,"04216000",Restriction,PEND
BRASIL,"04216001",Restriction,PEND
BRASIL,"04216030",Restriction,PEND
BRASIL,"04216060",Restriction,PEND
BRASIL,"04217050",Restriction,PEND
BRASIL,"04218000",Restriction,PEND
BRASIL,"04220020",South,PEND
BRASIL,"04221000",Restriction,PEND
BRASIL,"04221050",Restriction,PEND
BRASIL,"04221060",South,PEND
BRASIL,"04222000",South,PEND
BRASIL,"04222001",South,PEND
BRASIL,"04222002",South,PEND
BRASIL,"04223000",South,PEND
BRASIL,"04223020",South,PEND
BRASIL,"04223120",South,PEND
BRASIL,"04224010",South,PEND
BRASIL,"04224030",Restriction,PEND
BRASIL,"04225030",Restriction,PEND
BRASIL,"04232000",Restriction,PEND
BRASIL,"04240000",South,PEND
BRASIL,"04240140",South,PEND
BRASIL,"04243000",South,PEND
BRASIL,"04243180",South,PEND
BRASIL,"04244000",South,PEND
BRASIL,"04246001",South,PEND
BRASIL,"04247001",South,PEND
BRASIL,"04247002",South,PEND
BRASIL,"04247020",South,PEND
BRASIL,"04248040",South,PEND
BRASIL,"04248050",South,PEND
